Sentences,Predicted Tags,Annotated by: Annotator 1,Annotated by: Annotator 2,Annotated by: Annotator 3
Shidharth Bhanushali ko ekbar la sakte ho to acha ho ga...,Shidharth Bhanushali ko ek baar laa sakte ho to achha hoga...,Shidharth Bhanushali ko ek baar laa sakte ho toh achha hoga.,Siddharth Bhanushali ko ek baar la sakte ho to acha hoga.,Shidharth Bhanushali ko ek baar laa sakte ho to achha hoga.
Aap bohut ache se explain karte hoo ..with proper guide ...shirf aap k channel se he help milta hai asa ..bhaiya.. good luck..,Aap bahut achhe se explain karte ho with proper guide sirf aap ke channel se hi help milta hai aisa bhaiya good luck.,Aap bahut achhe se explain karte ho with proper guide sirf aap ke channel se hi help milta hai aisa bhaiya good luck.,"Aap bohot ache se explain karte ho. With proper guide. Sirf aap ke channel se hi help milta hai aisa. Bhaiya, good luck.",Aap bahut ache se explain karte ho with proper guide sirf aap ke channel se hi help milta hai aisa bhaiya good luck.
Ab tak ke main ne 3 dishes banaye hai bahut hi awesome bane hai aap ke dishes bahut hi acche hote hai,"Ab tak maine 3 dishes banayi hain, bahut hi awesome hain, aapke dishes bahut hi acche hote hain.","Ab tak maine 3 dishes banayi hain, bahut hi awesome hain, aapke dishes bahut hi acche hote hain.","Ab tak ke maine 3 dishes banaye hain, bahut hi awesome bane hain. Aap ke dishes bahut hi acche hote hain.",Ab tak maine 3 dishes banayi hai bahut hi awesome hai aapke dishes bahut hi ache hote hai.
Divorce to hindu me hai hee nahi....to ye act hindu se related kaise,Divorce to Hindu mein hai hi nahi... to yeh act Hindu se related kaise?,Divorce toh Hindu mein hai hi nahi toh yeh act Hindu se related kaise?,Divorce to Hindu me hai hi nahi. To ye act Hindu se related kaise?,Divorce to Hindu mein hai hi nahi to yeh act hindu se related kaise.
Sir mene do alag account se apply kiya hai dhekhe abhi milta hai ya...,"Sir maine do alag account se apply kiya hai, dekhen abhi milta hai ya...","Sir maine do alag account se apply kiya hai, dekhen abhi milta hai ya.","Sir, maine do alag account se apply kiya hai, dekhe abhi milta hai ya.",Sir maine do alag account se apply kiya hai dekhen abhi milta hai ya.
kya koi bata sakta hai yeh video upload kab Hoti Hai...,kya koi bata sakta hai yeh video upload kab hoti hai?,kya koi bata sakta hai yeh video upload kab hoti hai?,Kya koi bata sakta hai yeh video upload kab hoti hai.,kya koi bata sakta hai yeh video upload kab hoti hai?
Main apply kiya hu 10 din ho gaya hai abhi tak nahi mila,"Main apply kiya hai, 10 din ho gaye hain, abhi tak nahi mila.","Main apply kiya hai, 10 din ho gaye hain, abhi tak nahi mila.","Main apply kiya tha, 10 din ho gaye hain, abhi tak nahi mila.",Main apply kiya hai 10 din ho gaye hai abhi tak nahi mila.
Modi ji ka 36inch ka chhati hai Jo sab pe bhari hai,Modi ji ki 36 inch ki chhati hai jo sab pe bhari hai,Modi ji ki 36 inch ki chhati hai jo sab pe bhari hai.,"Modi ji ka 36 inch ka chhati hai, jo sab pe bhari hai.",Modi ji ki 36 inch ki chhati hai jo sab pe bhari hai.
Sir my name is sameer hai mai shre market ki learning karna chahata ho mai basic se,"Sir my name is Sameer, main share market ki learning karna chahta hoon basic se.","Sir, my name is Sameer, mai share market ki learning karna chahta hoon basic se.","Sir, my name is Sameer, main share market ki learning karna chahta hoon, main basic se.",Sir my name is sameer main share market ki learning karna chahta hoon basic se.
Sir live claas hoti hai agar hoti hai to timing kya hai,"Sir, live class hoti hai? Agar hoti hai to timing kya hai?","Sir, live class hoti hai? Agar hoti hai toh timing kya hai?","Sir, live class hoti hai, agar hoti hai to timing kya hai.",Sir live class hoti hai agar hoti hai to timing kya hai?
"Bharat bhaai tussi great ho..., Or Haan Aapka dialog.....chalo fir shuru krte h ...",Bharat bhai tussi great ho. Aur haan aapka dialog. Chalo fir shuru karte hain.,Bharat bhai tussi great ho aur haan aapka dialog. Chalo fir shuru karte hain.,"Bharat bhai, tussi great ho. Or haan, aapka dialog. Chalo, fir shuru karte hain.",Bharat bhai tussi great ho aur haan aapka dialog chalo fir shuru karte hai.
Sir ji maine avi 03 month before pnb mate term life ensurense 50 lakh ka liya hai kya yah safe hai ya nahi ?,"Sir ji maine abhi 3 months ago PNB mein term life insurance 50 lakh ka liya hai, kya yeh safe hai ya nahi?","Sir ji maine abhi 3 months ago PNB mein term life insurance 50 lakh ka liya hai, kya yeh safe hai ya nahi?","Sir ji, maine abhi 03 months before PNB mate term life insurance 50 lakh ka liya hai. Kya yah safe hai ya nahi?",Sir ji maine abhi 3 months ago PNB mein term life insurance 50 lakh ka liya hai kya yeh safe hai ya nahi?
sir kya laverage mai 0 se zyada bhi nuksaan ho sakta hai,sir kya leverage mein 0 se zyada bhi nuksaan ho sakta hai,Sir kya leverage mein 0 se zyada bhi nuksaan ho sakta hai.,"Sir, kya leverage mai 0 se zyada bhi nuksaan ho sakta hai.",sir kya leverage mein 0 se zyada bhi nuksaan ho sakta hai.
Sir main to 50000 hjar ka limit me khelta hu chahe lose ho ya fir profit ho,Sir main to 50000 hazar ka limit me khelta hoon chahe loss ho ya fir profit ho,Sir main toh ₹50000 ka limit me khelta hoon chahe loss ho ya fir profit ho.,"Sir, main to 50000 hazar ka limit me khelta hu, chahe lose ho ya fir profit ho.",Sir main to 50000 hazar ka limit me khelta hoon chahe loss ho ya fir profit ho.
But sir jab ham paisa kisi bhi chije par kharcha bi nahi kar sakta jab ham 70&#39;s k ho jaya ga,"But sir, jab ham paisa kisi bhi cheez par kharcha bhi nahi kar sakte, jab ham 70's ke ho jayenge","But sir, jab ham paisa kisi bhi cheez par kharcha bhi nahi kar sakte, jab ham 70's ke ho jayenge.","But sir, jab hum paise kisi bhi cheez par kharcha bhi nahi kar sakte, jab hum 70's ke ho jayenge.",But sir jab ham paisa kisi bhi cheez par kharcha bhi nahi kar sakte jab ham 70's ke ho jayenge.
sir mera bhi 6lac loss hua hai but apni hi galti hai ab etne paise nahi loss ko profit me change kare,"sir, mera bhi 6 lakh loss hua hai, but apni hi galti hai. ab itne paise nahi hain, loss ko profit mein change karein.","Sir, mera bhi 6 lakh loss hua hai, but apni hi galti hai. Ab itne paise nahi hain, loss ko profit mein change karein.","Sir, mera bhi 6 lac loss hua hai, but apni hi galti hai. Ab itne paise nahi, loss ko profit me change kare.","sir, mera bhi 6 lakh loss hua hai but apni hi galti hai ab itne paise nahi hai loss ko profit mein change karein."
"Sir we still have faith on you.. but ekek kar ke hindus converting, also bjp is losing all bielection result .. kya kar rahe hai sir","Sir we still have faith in you. But ek ek kar ke hindus converting, also BJP is losing all election results. kya kar rahe ho sir","Sir, we still have faith in you. But ek ek karke Hindu converting also BJP is losing all election results kya kar rahe ho sir.","Sir we still have faith in you but ek ek kar ke hindus converting, also BJP is losing all election results kya kar rahe ho sir.","Sir, we still have faith in you. But ek ek kar ke Hindus converting, also BJP is losing all by-election results. Kya kar rahe hain sir?"
Maam... himachal pradesh me robin singh founder of peepal farm...vo animal rescue krte hai ... please unka v interview lo,"Ma'am, Himachal Pradesh mein Robin Singh, founder of Peepal Farm, woh animal rescue karte hain. Please unka bhi interview lo.","Ma'am, Himachal Pradesh mein Robin Singh, founder of Peepal farm, woh animal rescue karte hain. Please unka bhi interview lo.","Ma'am, Himachal pradesh mein Robin Singh, founder of peepal farm, woh animal rescue karte hai please unka bhi interview lo.","Ma'am, Himachal Pradesh me Robin Singh founder of Peepal Farm... vo animal rescue karte hain. Please unka v interview lo."
Yaad to nahi na kabhi suna kisi bhi Prime Minister ko aisa karte hue...Garv hein Modiji pe humko....Jai Hind We stand strong with you Jai Hind,Yaad to nahi na kabhi suna kisi bhi Prime Minister ko aisa karte hue. Garv hai Modiji pe humko. Jai Hind We stand strong with you Jai Hind,Yaad toh nahi na kabhi suna kisi bhi Prime Minister ko aisa karte hue. Garv hai Modiji pe humko. Jai Hind we stand strong with you Jai Hind.,Yaad to nahi na kabhi suna kisi bhi Prime Minister ko aisa karte hue gaurav hai Modiji pe humko Jai Hind we stand strong with you Jai Hind.,Yaad to nahi na kabhi suna kisi bhi Prime Minister ko aisa karte hue. Garv hain Modiji pe humko. Jai Hind. We stand strong with you. Jai Hind.
Sab politics hai babu bhaiya ... Aise vote na mile to apne aapko victim card wala game khel rhe ho....,"Sab politics hai, babu bhaiya. Aise vote na mile to apne aap ko victim card wala game khel rahe ho.","Sab politics hai, babu bhaiya. Aise vote na mile toh apne aap ko victim card wala game khel rahe ho.","Sab politics hai, babu bhaiya aise vote na mile to apne aap ko victim card wala game khel rahe ho.",Sab politics hai babu bhaiya. Aise vote na mile to apne aapko victim card wala game khel rahe ho.
Garib din partidin garib ho raha hai 5 kg ration se garib ka paet bhi nahi bharwga.jai bhim.,"Garib din, party din garib ho raha hai 5 kg ration se garib ka pet bhi nahi bharega. Jai bhim.",Gareeb dinpratidin gareeb ho raha hai 5 kg ration se gareeb ka pet bhi nahi bharega. Jai Bhim.,"Garib din, partidin garib ho raha hai 5 kg ration se garib ka pet bhi nahi bharega. Jai Bhim.",Garib din pratidin garib ho raha hai. 5 kg ration se garib ka pet bhi nahi bharwega. Jai Bhim.
Kabhi bhi sahi baat nhi bole ho Imandaari se bta do in me se kitno ko paisa dekar laye ho....,Kabhi bhi sahi baat nahi bole ho imandari se bata do inme se kitne ko paisa dekar laye ho.,Kabhi bhi sahi baat nahi bole ho imandari se bata do inme se kitne ko paisa dekar laye ho.,Kabhi bhi sahi baat nahi bole ho imandari se bata do inme se kitne ko paisa dekar laye ho.,Kabhi bhi sahi baat nahi bole ho. Imandari se bata do in me se kitno ko paise dekar laye ho.
Great PM Shri Narendra Modiji and Yogi Adityanathji best CM and all BJP members main BJP ki member hun Mera PARIVAR BJP PARIVAR Ek Bharat Shrestha Bharat,Great PM Shri Narendra Modi ji and Yogi Adityanath ji are best CMs and all BJP members main BJP ki member hoon Mera PARIVAR BJP PARIVAR Ek Bharat Shreshtha Bharat,Great PM Shri Narendra Modi ji and Yogi Adityanath ji are best CMs and all BJP members main BJP ki member hoon mera parivar BJP parivar Ek Bharat Shreshtha Bharat.,Great PM Shri Narendra Modi ji and Yogi Adityanath ji are best CM and all BJP members main BJP ki member hoon mera parivar bjp parivar ek bharat shreshtha bharat.,"Great PM Shri Narendra Modiji and Yogi Adityanathji, best CM and all BJP members. Main BJP ki member hoon. Mera parivar BJP parivar."
Bhut chalak banda hai ye manipulation koe esse sikhe....khud to ye Sara process try karte nhi ...sirf vasadbazi hai,"Bahut chalak banda hai ye manipulation koi isse sikhe. Khud to ye sara process try karte nahi, sirf vasadbazi hai.","Bahut chalak banda hai ye manipulation koi isse sikhe khud toh yeh sara process try karte nahi, sirf vasadbazi hai.","Bhoot chalak banda hai, ye manipulation ko esse sikhe. Khud to ye sara process try nahi karte, sirf vasadbazi hai.",Bahut chalak banda hai ye manipulation koi isse sikhe khud to ye sara process try karte nahi sirf vasadbazi hai.
Thank you so much sir... Aap se bhut help milta hai kichan me.....,"Thank you so much, sir... Aap se bahut help milti hai kitchen mein.","Thank you so much, sir aap se bahut help milti hai kitchen mein.",Thank you so much sir. Aap se bhut help milta hai kitchen me.,Thank you so much sir aap se bahut help milti hai kitchen mein.
Very nice.Chhote Bhai..... Jit lete hai.mery Arth majboot ho to aap se molenge...Jai Sri Sai..,Very nice. Chhote Bhai... Jeet lete hain. Mere arth majboot ho to aap se milenge... Jai Sri Sai.,Very nice chhote bhai Jeet lete hain. Mere arth majboot ho toh aap se milenge Jai Sri Sai.,Very nice. Chhote Bhai. Jit lete hain. Mere arth majboot ho to aap se molenge. Jai Sri Sai.,Very nice chhote bhai Jeet lete hai mere arth majboot ho to aap se milenge Jai shree sai.
Bharat ji... Maine aaj banaaya par theek nahi bani.. Na burfee jaise aur na gajjak.. Kya galti ki maine,Bharat ji... Maine aaj banaya par theek nahi bana. Na burfi jaise aur na gajjak. Kya galti ki maine,Bharat ji maine aaj banaya par theek nahi bana. Na burfi jaise aur na gajjak. Kya galti ki maine.,"Bharat ji. Maine aaj banaaya, par theek nahi bani. Na barfi jaise aur na gajak. Kya galti ki maine?",Bharat ji maine aaj banaya par theek nahi bana na burfi jaise aur na gajjak Kya galti ki maine.
As a hindu i respect every religion... Yahi to hai asli hindu... Every religion gives direction to life...,As a Hindu I respect every religion. Yahi to hai asli Hindu. Every religion gives direction to life.,As a Hindu I respect every religion. Yahi toh hai asli Hindu. Every religion gives direction to life.,As a Hindu i respect every religion yahi to hai asli hindu every religion gives direction to life.,"As a Hindu, I respect every religion. Yahi to hai asli Hindu. Every religion gives direction to life."
Free mai pushkar ka course google mai se download karlo yeh bas affiliate marketing ka course bhej raha hai Bacho ko mast khat raha hai,Free main Pushkar ka course Google se download kar lo yeh bas affiliate marketing ka course bhej raha hai bachon ko mast kha raha hai,Free main Pushkar ka course Google se download kar lo yeh bas affiliate marketing ka course bhej raha hai bachon ko mast kha raha hai.,"Free mein Pushkar ka course Google main se download karlo, yeh bas affiliate marketing ka course bhej raha hai, Bachon ko mast khat raha hai.",Free main pushkar ka course google se download kar lo yeh bas affiliate marketing ka course bhej raha hai bachon ko mast kha raha hai.
sir you are great Aap se humne bhot kuch sikha hai aap logo ko good advice dete hai Aur alert karte hai,"Sir, you are great. Aap se humne bahut kuch sikha hai, aap logon ko good advice dete hain aur alert karte hain.","Sir, you are great aap se humne bahut kuchh sikha hai, aap logon ko good advice dete hain aur alert karte hain.","Sir, you are great. Aap se humne bahut kuch sikha hai, aap logon ko good advice dete hain aur alert karte hain.",Sir you are great aap se humne bahut kuch sikha hai aap logo ko good advice dete hai aur alert karte hain.
Jankari dene ke liye Aapko bahut bahut dhanyawad...Aapka Aawaj bahut Acha hai sir video Upload karte rahna....,"Jankari dene ke liye aapko bahut bahut dhanyavaad. Aapka aawaz bahut achha hai sir, video upload karte rahna.",Jankari dene ke liye aapko bahut bahut dhanyavad. Aapki aawaj bahut achha hai sir video upload karte rahna.,Jankari dene ke liye aapko bahut bahut dhanyavaad aapka aawaz bahut acha hai sir video upload karte rahna.,Jankari dene ke liye aapko bahut bahut dhanyawad. Aapka awaaz bahut acha hai sir. Video upload karte rahna.
bhai hum log akele hai dekhne ke baad pet mein tufan ghumne lagta hai....,"bhai hum log akele hain, dekhne ke baad pet mein tufaan ghumne lagta hai.","Bhai hum log akele hain, dekhne ke baad pet mein tufaan ghumne lagta hai.","Bhai hum log akele hain, dekhne ke baad pet mein tufan ghumne lagta hai.",bhai hum log akele hai dekhne ke baad pet mein tufaan ghumne lagta hai.
Sar agar 1 sal ke liye invest karna ho to kar sakte kya,Sir agar 1 saal ke liye invest karna ho to kar sakte hain kya,"Sir, agar 1 saal ke liye invest karna ho toh kar sakte hain kya.","Sir, agar 1 saal ke liye invest karna ho to kar sakte hain kya?",Sir agar 1 saal ke liye invest karna ho to kar sakte hai kya.
Bhai Chai patti ke Paani se Garrare kar liye kya...?,Bhai chai patti ke paani se garrare kar liye kya...?,Bhai chai patti ke paani se garrare kar liye kya?,"Bhai, chai patti ke paani se garara kar liya kya?",Bhai chai patti ke paani se garrare kar liye kya.
"Shivesh bhatiya ko kyu copy kar rahe ho sir,, aapka channel jayada aacha hai","Shivesh Bhatiya ko kyun copy kar rahe ho sir, aapka channel jyada achha hai.","Shivesh Bhatiya ko kyun copy kar rahe ho sir, aapka channel jyada achha hai.","Shivesh Bhatiya ko kyu copy kar rahe ho, sir. Aapka channel jayada acha hai.",Shivesh Bhatiya ko kyun copy kar rahe ho sir aapka channel jyada acha hai.
